LAN,EMP_ID,BRANCH_CODE,PRODUCT_CODE,LOGIN_DATE,LOGIN_FLAG,FLAG2,INCOME_SANCTION_FLAG,FINAL_SANCTION_FLAG,BOOKING_FLAG,FINALLOANAMOUNT,LOGIN_AMT,INCOME_SANCTION_AMT,FINAL_SANCTION_AMT,BOOKING_AMT
1054239,95,1,3,28,1,1,1,0,0,13400000,13400000,13400000, -   , -   
1115923,82,2,3,93,1,1,1,1,1,9900000,9900000,9900000,9900000,9900000
1239288,58,6,2,267,1,1,1,1,1,8600000,8600000,8600000,8600000,8600000
1593222,12,7,2,307,1,1,1,1,1,7600000,7600000,7600000,7600000,7600000
1454145,45,6,2,281,1,1,1,1,1,9100000,9100000,9100000,9100000,9100000
1728660,56,7,1,364,1,1,0,0,0,5500000,5500000, -   , -   , -   
1222118,21,4,1,343,1,1,0,0,0,5700000,5700000, -   , -   , -   
1466380,73,3,3,150,1,1,1,0,0,14800000,14800000,14800000, -   , -   
1199574,37,7,3,177,1,1,1,0,0,11400000,11400000,11400000, -   , -   
1527836,87,7,3,33,1,1,0,0,0,8400000,8400000, -   , -   , -   
1785709,38,6,3,113,1,1,1,1,1,5500000,5500000,5500000,5500000,5500000
1787636,14,7,3,175,1,1,1,0,0,5600000,5600000,5600000, -   , -   
1771562,31,6,3,305,1,1,1,1,1,8300000,8300000,8300000,8300000,8300000
1661415,12,6,3,55,1,1,1,1,1,11000000,11000000,11000000,11000000,11000000
1036328,96,7,1,177,1,1,1,1,1,7300000,7300000,7300000,7300000,7300000
1280117,14,5,2,119,1,1,1,1,0,13400000,13400000,13400000,13400000, -   
1041306,48,3,3,324,1,1,0,0,0,12100000,12100000, -   , -   , -   
1682053,67,3,2,148,1,1,1,0,0,5000000,5000000,5000000, -   , -   
1832541,85,4,1,211,1,1,1,1,0,10900000,10900000,10900000,10900000, -   
1264838,33,3,2,240,1,1,1,1,0,6800000,6800000,6800000,6800000, -   
1336387,30,4,1,158,1,1,0,0,0,6200000,6200000, -   , -   , -   
1309345,19,3,2,349,1,1,0,0,0,14800000,14800000, -   , -   , -   
1368774,96,6,3,240,1,1,1,1,0,10800000,10800000,10800000,10800000, -   
1212103,23,3,3,305,1,1,1,1,1,12900000,12900000,12900000,12900000,12900000
1823626,5,1,2,361,1,1,0,0,0,6400000,6400000, -   , -   , -   
1028445,68,2,2,352,1,1,1,0,0,9200000,9200000,9200000, -   , -   
1825803,53,7,3,197,1,1,1,1,1,6700000,6700000,6700000,6700000,6700000
1660822,55,3,1,54,1,1,1,1,1,9100000,9100000,9100000,9100000,9100000
1319586,3,2,2,337,1,1,1,0,0,10200000,10200000,10200000, -   , -   
1240336,75,3,3,70,1,1,0,0,0,6500000,6500000, -   , -   , -   
1073607,3,2,3,284,1,1,1,1,1,10100000,10100000,10100000,10100000,10100000
1971780,56,7,1,153,1,1,0,0,0,5000000,5000000, -   , -   , -   
1903084,54,3,3,148,1,1,0,0,0,10400000,10400000, -   , -   , -   
1468007,97,5,2,53,1,1,0,0,0,6100000,6100000, -   , -   , -   
1714457,8,7,1,163,1,1,0,0,0,10800000,10800000, -   , -   , -   
1210476,18,4,3,65,1,1,1,1,1,7400000,7400000,7400000,7400000,7400000
1770160,40,5,2,6,1,1,1,0,0,9900000,9900000,9900000, -   , -   
1705545,24,7,1,281,1,1,0,0,0,12000000,12000000, -   , -   , -   
1530778,56,1,1,157,1,1,1,1,0,13700000,13700000,13700000,13700000, -   
1854999,32,4,3,61,1,1,0,0,0,5700000,5700000, -   , -   , -   
1712942,30,7,2,331,1,1,1,1,0,8600000,8600000,8600000,8600000, -   
1774502,83,1,3,347,1,1,1,1,1,9300000,9300000,9300000,9300000,9300000
1683852,90,5,3,137,1,1,0,0,0,7800000,7800000, -   , -   , -   
1123692,26,5,1,125,1,1,0,0,0,8800000,8800000, -   , -   , -   
1256309,23,5,2,180,1,1,1,1,1,8500000,8500000,8500000,8500000,8500000
1177990,69,7,3,354,1,1,1,1,0,11700000,11700000,11700000,11700000, -   
1900605,62,4,3,7,1,1,1,0,0,8400000,8400000,8400000, -   , -   
1225873,98,6,1,139,1,1,0,0,0,8700000,8700000, -   , -   , -   
1450455,71,6,3,292,1,1,0,0,0,13200000,13200000, -   , -   , -   
1559384,79,6,3,204,1,1,1,0,0,8200000,8200000,8200000, -   , -   
1393928,72,3,1,197,1,1,0,0,0,7900000,7900000, -   , -   , -   
1045525,21,2,2,229,1,1,1,1,1,8900000,8900000,8900000,8900000,8900000
1570887,75,6,2,10,1,1,1,1,0,5400000,5400000,5400000,5400000, -   
1227459,89,6,3,182,1,1,0,0,0,8500000,8500000, -   , -   , -   
1863485,56,7,2,154,1,1,1,0,0,9000000,9000000,9000000, -   , -   
1295445,5,5,2,21,1,1,1,1,1,6400000,6400000,6400000,6400000,6400000
1409540,2,3,1,293,1,1,1,1,1,8200000,8200000,8200000,8200000,8200000
1659842,85,2,1,195,1,1,0,0,0,11900000,11900000, -   , -   , -   
1521848,21,6,2,296,1,1,1,1,1,7300000,7300000,7300000,7300000,7300000
1368709,75,4,3,159,1,1,0,0,0,7800000,7800000, -   , -   , -   
1114667,33,4,3,168,1,1,0,0,0,7500000,7500000, -   , -   , -   
1356028,95,6,1,238,1,1,1,0,0,11300000,11300000,11300000, -   , -   
1597488,22,5,1,249,1,1,1,1,1,13900000,13900000,13900000,13900000,13900000
1798951,30,1,2,206,1,1,0,0,0,12400000,12400000, -   , -   , -   
1880133,26,3,2,161,1,1,1,1,0,7100000,7100000,7100000,7100000, -   
1072657,34,7,1,248,1,1,1,0,0,8900000,8900000,8900000, -   , -   
1778923,38,2,2,347,1,1,0,0,0,6800000,6800000, -   , -   , -   
1122107,82,7,2,291,1,1,0,0,0,6900000,6900000, -   , -   , -   
1727940,3,1,2,365,1,1,1,1,1,12600000,12600000,12600000,12600000,12600000
1365921,85,6,1,17,1,1,1,1,1,7400000,7400000,7400000,7400000,7400000
1289601,92,7,1,14,1,1,0,0,0,5500000,5500000, -   , -   , -   
1381144,58,5,1,203,1,1,1,0,0,6200000,6200000,6200000, -   , -   
1417370,81,2,1,213,1,1,1,0,0,7500000,7500000,7500000, -   , -   
1343110,79,6,3,341,1,1,0,0,0,6100000,6100000, -   , -   , -   
1323494,54,6,1,186,1,1,1,1,0,5200000,5200000,5200000,5200000, -   
1184827,68,2,1,215,1,1,1,1,1,9700000,9700000,9700000,9700000,9700000
1878471,64,7,3,138,1,1,1,0,0,13800000,13800000,13800000, -   , -   
1749758,28,5,2,144,1,1,0,0,0,5400000,5400000, -   , -   , -   
1816779,5,4,3,139,1,1,1,1,0,13300000,13300000,13300000,13300000, -   
1809074,60,6,1,153,1,1,1,1,1,12300000,12300000,12300000,12300000,12300000
1697330,75,1,2,293,1,1,1,0,0,11400000,11400000,11400000, -   , -   
1119879,32,2,3,61,1,1,1,1,1,7200000,7200000,7200000,7200000,7200000
1355971,82,1,1,42,1,1,1,1,1,5800000,5800000,5800000,5800000,5800000
1563466,3,1,3,278,1,1,0,0,0,14500000,14500000, -   , -   , -   
1522829,71,7,1,159,1,1,0,0,0,14200000,14200000, -   , -   , -   
1575777,72,5,3,151,1,1,0,0,0,12800000,12800000, -   , -   , -   
1173300,49,1,1,39,1,1,0,0,0,9500000,9500000, -   , -   , -   
1062293,15,1,2,169,1,1,0,0,0,13300000,13300000, -   , -   , -   
1018984,59,3,2,111,1,1,1,0,0,5700000,5700000,5700000, -   , -   
1118049,87,5,1,297,1,1,1,1,0,5800000,5800000,5800000,5800000, -   
1829395,4,7,1,293,1,1,0,0,0,8200000,8200000, -   , -   , -   
1010728,34,1,1,178,1,1,1,1,1,9200000,9200000,9200000,9200000,9200000
1310088,54,1,1,20,1,1,1,1,1,6500000,6500000,6500000,6500000,6500000
1121196,54,4,2,336,1,1,1,1,0,6800000,6800000,6800000,6800000, -   
1625142,35,1,2,282,1,1,1,1,1,5100000,5100000,5100000,5100000,5100000
1923247,42,6,1,306,1,1,1,1,1,11600000,11600000,11600000,11600000,11600000
1746159,100,3,1,179,1,1,1,0,0,14200000,14200000,14200000, -   , -   
1048119,53,3,2,361,1,1,1,0,0,8800000,8800000,8800000, -   , -   
1035901,55,2,2,331,1,1,0,0,0,9600000,9600000, -   , -   , -   
1594287,79,5,3,95,1,1,0,0,0,11900000,11900000, -   , -   , -   
1597862,12,6,2,144,1,1,0,0,0,13700000,13700000, -   , -   , -   
1256789,31,5,3,290,1,1,0,0,0,6300000,6300000, -   , -   , -   
1916218,16,5,1,10,1,1,1,0,0,6700000,6700000,6700000, -   , -   
1436187,68,1,3,261,1,1,1,0,0,8000000,8000000,8000000, -   , -   
1154408,72,6,2,135,1,1,1,1,1,7000000,7000000,7000000,7000000,7000000
1654555,58,3,1,54,1,1,1,1,1,5100000,5100000,5100000,5100000,5100000
1588565,21,4,1,156,1,1,0,0,0,5600000,5600000, -   , -   , -   
1220784,70,3,3,340,1,1,1,1,1,10200000,10200000,10200000,10200000,10200000
1845873,42,7,1,301,1,1,0,0,0,8600000,8600000, -   , -   , -   
1156703,36,3,3,250,1,1,1,0,0,13900000,13900000,13900000, -   , -   
1262123,50,5,1,85,1,1,1,0,0,7400000,7400000,7400000, -   , -   
1835350,16,3,2,261,1,1,1,1,1,13400000,13400000,13400000,13400000,13400000
1456138,60,7,3,75,1,1,1,1,0,8900000,8900000,8900000,8900000, -   
1158342,29,4,1,198,1,1,1,0,0,11200000,11200000,11200000, -   , -   
1639966,2,3,2,312,1,1,1,0,0,13900000,13900000,13900000, -   , -   
1284944,46,3,2,21,1,1,0,0,0,8700000,8700000, -   , -   , -   
1973779,49,1,1,20,1,1,0,0,0,14600000,14600000, -   , -   , -   
1450697,14,2,1,156,1,1,1,0,0,10600000,10600000,10600000, -   , -   
1120370,43,7,2,354,1,1,1,0,0,9900000,9900000,9900000, -   , -   
1962609,1,1,3,214,1,1,1,1,0,7000000,7000000,7000000,7000000, -   
1772461,62,3,1,73,1,1,1,0,0,10500000,10500000,10500000, -   , -   
1732214,82,3,3,81,1,1,1,0,0,8800000,8800000,8800000, -   , -   
1101324,77,1,1,349,1,1,0,0,0,5200000,5200000, -   , -   , -   
1846812,50,1,1,120,1,1,0,0,0,6100000,6100000, -   , -   , -   
1481404,23,1,2,18,1,1,1,1,1,8900000,8900000,8900000,8900000,8900000
1879736,94,4,2,28,1,1,0,0,0,14400000,14400000, -   , -   , -   
1007694,63,6,1,105,1,1,0,0,0,14400000,14400000, -   , -   , -   
1939842,3,7,3,180,1,1,1,0,0,11100000,11100000,11100000, -   , -   
1186283,70,6,1,328,1,1,1,1,1,7700000,7700000,7700000,7700000,7700000
1556343,14,3,1,295,1,1,1,1,1,5200000,5200000,5200000,5200000,5200000
1501422,90,5,3,141,1,1,1,1,0,6800000,6800000,6800000,6800000, -   
1785157,44,7,2,334,1,1,0,0,0,12200000,12200000, -   , -   , -   
1603235,39,7,3,201,1,1,1,1,1,5500000,5500000,5500000,5500000,5500000
1705503,31,6,3,54,1,1,0,0,0,11600000,11600000, -   , -   , -   
1393784,77,7,2,7,1,1,0,0,0,8500000,8500000, -   , -   , -   
1425252,28,4,2,150,1,1,1,1,1,14600000,14600000,14600000,14600000,14600000
1192186,31,5,1,188,1,1,1,0,0,14400000,14400000,14400000, -   , -   
1674195,96,2,3,245,1,1,1,1,0,14000000,14000000,14000000,14000000, -   
1635217,11,3,3,82,1,1,0,0,0,5200000,5200000, -   , -   , -   
1244962,78,5,3,35,1,1,0,0,0,7700000,7700000, -   , -   , -   
1267187,4,7,2,363,1,1,1,0,0,10300000,10300000,10300000, -   , -   
1922106,78,7,3,35,1,1,1,0,0,8200000,8200000,8200000, -   , -   
1258762,19,2,1,28,1,1,1,1,1,11500000,11500000,11500000,11500000,11500000
1160228,5,2,2,230,1,1,1,0,0,7800000,7800000,7800000, -   , -   
1681375,98,5,3,81,1,1,1,1,1,6200000,6200000,6200000,6200000,6200000
1213542,37,3,2,87,1,1,0,0,0,5300000,5300000, -   , -   , -   
1640730,28,1,3,21,1,1,0,0,0,10800000,10800000, -   , -   , -   
1303508,61,2,3,183,1,1,0,0,0,14700000,14700000, -   , -   , -   
1562886,69,7,2,201,1,1,0,0,0,13300000,13300000, -   , -   , -   
1651531,80,7,2,152,1,1,1,0,0,11100000,11100000,11100000, -   , -   
1032292,33,5,1,364,1,1,0,0,0,5400000,5400000, -   , -   , -   
1568314,1,3,2,310,1,1,1,1,0,7600000,7600000,7600000,7600000, -   
1462265,13,2,3,224,1,1,1,1,0,7200000,7200000,7200000,7200000, -   
1684057,94,7,1,67,1,1,1,1,0,5600000,5600000,5600000,5600000, -   
1139835,27,3,2,41,1,1,1,0,0,9900000,9900000,9900000, -   , -   
1993204,23,6,1,150,1,1,1,1,1,13700000,13700000,13700000,13700000,13700000
1718174,81,1,2,156,1,1,1,1,1,12700000,12700000,12700000,12700000,12700000
1878211,57,7,2,77,1,1,1,0,0,13500000,13500000,13500000, -   , -   
1472557,11,4,2,283,1,1,0,0,0,9100000,9100000, -   , -   , -   
1934312,41,2,3,246,1,1,0,0,0,11300000,11300000, -   , -   , -   
1372933,95,1,2,109,1,1,1,1,1,11900000,11900000,11900000,11900000,11900000
1946076,87,4,1,189,1,1,0,0,0,5200000,5200000, -   , -   , -   
1150394,13,5,3,90,1,1,0,0,0,5600000,5600000, -   , -   , -   
1512577,65,2,3,14,1,1,1,1,1,7200000,7200000,7200000,7200000,7200000
1261981,16,2,2,192,1,1,0,0,0,8900000,8900000, -   , -   , -   
1665011,36,2,1,91,1,1,0,0,0,7100000,7100000, -   , -   , -   
1985426,46,1,2,159,1,1,1,1,1,14200000,14200000,14200000,14200000,14200000
1311015,81,1,1,356,1,1,1,0,0,14200000,14200000,14200000, -   , -   
1191391,53,1,3,169,1,1,1,0,0,9600000,9600000,9600000, -   , -   
1830636,82,1,3,270,1,1,0,0,0,5000000,5000000, -   , -   , -   
1013475,17,5,3,288,1,1,1,1,1,11100000,11100000,11100000,11100000,11100000
1955764,64,1,2,29,1,1,1,1,1,11800000,11800000,11800000,11800000,11800000
1438056,29,6,2,151,1,1,1,1,1,13500000,13500000,13500000,13500000,13500000
1625248,97,5,3,323,1,1,1,1,1,11400000,11400000,11400000,11400000,11400000
1330239,60,4,1,287,1,1,0,0,0,8600000,8600000, -   , -   , -   
1082545,97,3,1,86,1,1,0,0,0,9700000,9700000, -   , -   , -   
1321874,30,7,2,291,1,1,1,0,0,13200000,13200000,13200000, -   , -   
1567326,40,1,3,106,1,1,1,0,0,9700000,9700000,9700000, -   , -   
1371404,56,1,3,327,1,1,1,1,1,7000000,7000000,7000000,7000000,7000000
1323265,61,2,1,219,1,1,1,0,0,12800000,12800000,12800000, -   , -   
1148203,31,6,2,182,1,1,0,0,0,10300000,10300000, -   , -   , -   
1274708,92,6,2,344,1,1,0,0,0,13300000,13300000, -   , -   , -   
1707361,66,7,2,57,1,1,1,1,1,11900000,11900000,11900000,11900000,11900000
1593221,29,6,3,95,1,1,0,0,0,8200000,8200000, -   , -   , -   
1598476,2,1,1,314,1,1,1,0,0,13700000,13700000,13700000, -   , -   
1647296,56,5,1,183,1,1,1,1,0,14400000,14400000,14400000,14400000, -   
1355922,95,1,1,218,1,1,0,0,0,6700000,6700000, -   , -   , -   
1928151,11,6,3,75,1,1,1,1,1,13500000,13500000,13500000,13500000,13500000
1756021,52,5,2,139,1,1,1,0,0,9900000,9900000,9900000, -   , -   
1548743,1,4,2,204,1,1,1,1,0,11200000,11200000,11200000,11200000, -   
1952752,96,6,3,324,1,1,0,0,0,12500000,12500000, -   , -   , -   
1584638,48,2,1,155,1,1,1,0,0,12300000,12300000,12300000, -   , -   
1005841,13,1,3,119,1,1,1,0,0,8500000,8500000,8500000, -   , -   
1104690,29,2,1,130,1,1,1,1,0,10600000,10600000,10600000,10600000, -   
1871636,73,6,3,122,1,1,0,0,0,8000000,8000000, -   , -   , -   
1352730,77,7,2,93,1,1,1,1,1,11100000,11100000,11100000,11100000,11100000
1320201,93,2,1,126,1,1,0,0,0,14400000,14400000, -   , -   , -   
1944279,12,5,3,153,1,1,0,0,0,11100000,11100000, -   , -   , -   
1169740,87,5,1,37,1,1,1,1,1,5800000,5800000,5800000,5800000,5800000
1337471,44,4,2,232,1,1,0,0,0,7000000,7000000, -   , -   , -   
1867232,73,4,1,348,1,1,1,0,0,10300000,10300000,10300000, -   , -   
1631514,97,5,1,360,1,1,1,1,1,5700000,5700000,5700000,5700000,5700000
1826790,45,2,1,119,1,1,1,1,1,14200000,14200000,14200000,14200000,14200000
1869392,52,7,1,342,1,1,1,0,0,7400000,7400000,7400000, -   , -   
1110940,32,3,2,266,1,1,1,1,1,9400000,9400000,9400000,9400000,9400000
1161686,93,2,2,99,1,1,0,0,0,6900000,6900000, -   , -   , -   
1207010,57,3,2,333,1,1,1,1,1,10100000,10100000,10100000,10100000,10100000
1383601,37,7,3,319,1,1,1,0,0,5400000,5400000,5400000, -   , -   
1741940,68,2,3,205,1,1,1,0,0,9800000,9800000,9800000, -   , -   
1798886,26,1,3,243,1,1,0,0,0,5400000,5400000, -   , -   , -   
1559838,9,2,3,206,1,1,0,0,0,11000000,11000000, -   , -   , -   
1033639,74,6,2,135,1,1,0,0,0,15000000,15000000, -   , -   , -   
1720047,62,5,1,355,1,1,1,0,0,5700000,5700000,5700000, -   , -   
1265420,80,3,1,99,1,1,0,0,0,6700000,6700000, -   , -   , -   
1231901,10,5,3,82,1,1,0,0,0,14800000,14800000, -   , -   , -   
1875201,85,2,1,21,1,1,0,0,0,9300000,9300000, -   , -   , -   
1100407,62,4,1,354,1,1,1,0,0,7300000,7300000,7300000, -   , -   
1734510,3,2,3,41,1,1,1,0,0,13700000,13700000,13700000, -   , -   
1689897,97,7,1,212,1,1,1,1,0,10000000,10000000,10000000,10000000, -   
1427087,91,2,1,359,1,1,1,1,0,14800000,14800000,14800000,14800000, -   
1576754,87,5,2,103,1,1,0,0,0,12600000,12600000, -   , -   , -   
1838147,45,4,1,323,1,1,0,0,0,12800000,12800000, -   , -   , -   
1309361,56,7,1,25,1,1,1,1,1,13800000,13800000,13800000,13800000,13800000
1118302,45,2,3,43,1,1,0,0,0,9100000,9100000, -   , -   , -   
1348292,61,1,2,303,1,1,0,0,0,6500000,6500000, -   , -   , -   
1318242,46,4,1,136,1,1,0,0,0,13300000,13300000, -   , -   , -   
1342538,98,4,3,199,1,1,0,0,0,6400000,6400000, -   , -   , -   
1908079,35,4,2,115,1,1,1,1,1,11000000,11000000,11000000,11000000,11000000
1405370,2,1,3,139,1,1,0,0,0,12400000,12400000, -   , -   , -   
1934418,73,4,3,268,1,1,1,1,1,8600000,8600000,8600000,8600000,8600000
1306851,35,7,2,294,1,1,0,0,0,8000000,8000000, -   , -   , -   
1414998,62,6,3,284,1,1,1,1,0,12300000,12300000,12300000,12300000, -   
1447988,82,4,2,156,1,1,1,0,0,9900000,9900000,9900000, -   , -   
1965546,35,6,1,242,1,1,1,1,1,13700000,13700000,13700000,13700000,13700000
1543754,47,3,1,52,1,1,0,0,0,12100000,12100000, -   , -   , -   
1479463,82,2,1,194,1,1,1,1,1,7500000,7500000,7500000,7500000,7500000
1507225,23,1,2,54,1,1,0,0,0,6300000,6300000, -   , -   , -   
1307873,20,4,2,334,1,1,1,0,0,11900000,11900000,11900000, -   , -   
1216137,78,3,1,164,1,1,1,1,1,8000000,8000000,8000000,8000000,8000000
1874427,64,4,3,323,1,1,0,0,0,12900000,12900000, -   , -   , -   
1149764,74,2,3,204,1,1,1,1,0,5200000,5200000,5200000,5200000, -   
1677717,51,6,3,256,1,1,1,1,1,7100000,7100000,7100000,7100000,7100000
1034335,31,1,1,214,1,1,0,0,0,14000000,14000000, -   , -   , -   
1896651,17,3,3,87,1,1,1,1,1,12700000,12700000,12700000,12700000,12700000
1257248,91,6,2,66,1,1,1,1,0,10100000,10100000,10100000,10100000, -   
1031560,12,4,2,15,1,1,1,1,1,11000000,11000000,11000000,11000000,11000000
1770855,90,3,2,247,1,1,1,1,0,9000000,9000000,9000000,9000000, -   
1665618,39,4,1,53,1,1,1,0,0,6500000,6500000,6500000, -   , -   
1500105,22,6,2,363,1,1,1,1,0,9600000,9600000,9600000,9600000, -   
1668181,93,4,1,171,1,1,1,1,0,9800000,9800000,9800000,9800000, -   
1919560,1,3,2,288,1,1,0,0,0,11800000,11800000, -   , -   , -   
1760606,47,6,2,247,1,1,1,1,0,6500000,6500000,6500000,6500000, -   
1269253,37,3,3,211,1,1,0,0,0,8000000,8000000, -   , -   , -   
1405832,61,1,1,355,1,1,0,0,0,8100000,8100000, -   , -   , -   
1635663,87,7,1,151,1,1,0,0,0,14500000,14500000, -   , -   , -   
1377270,54,2,2,156,1,1,0,0,0,9400000,9400000, -   , -   , -   
1040048,93,2,1,58,1,1,0,0,0,12000000,12000000, -   , -   , -   
1527188,40,5,2,322,1,1,1,1,0,14500000,14500000,14500000,14500000, -   
1972587,55,6,3,58,1,1,1,1,0,13900000,13900000,13900000,13900000, -   
1689195,19,2,3,290,1,1,1,1,0,13500000,13500000,13500000,13500000, -   
1878809,61,4,1,130,1,1,0,0,0,6500000,6500000, -   , -   , -   
1789484,30,6,1,199,1,1,1,0,0,14900000,14900000,14900000, -   , -   
1303243,60,4,1,42,1,1,1,0,0,6400000,6400000,6400000, -   , -   
1798250,28,5,2,281,1,1,1,0,0,6100000,6100000,6100000, -   , -   
1109379,67,3,1,125,1,1,1,1,0,14800000,14800000,14800000,14800000, -   
1807630,56,2,1,311,1,1,1,1,1,13100000,13100000,13100000,13100000,13100000
1697184,34,4,1,101,1,1,0,0,0,6100000,6100000, -   , -   , -   
1236975,7,5,3,134,1,1,1,0,0,8000000,8000000,8000000, -   , -   
1929054,100,1,2,332,1,1,0,0,0,9800000,9800000, -   , -   , -   
1407042,73,6,2,90,1,1,1,0,0,13900000,13900000,13900000, -   , -   
1425538,31,7,1,217,1,1,1,0,0,11600000,11600000,11600000, -   , -   
1544260,15,7,1,259,1,1,0,0,0,10900000,10900000, -   , -   , -   
1234837,60,5,1,324,1,1,0,0,0,14600000,14600000, -   , -   , -   
1299243,10,5,3,246,1,1,1,0,0,7800000,7800000,7800000, -   , -   
1987012,3,4,3,202,1,1,0,0,0,9300000,9300000, -   , -   , -   
1125533,51,1,1,233,1,1,0,0,0,6900000,6900000, -   , -   , -   
1671670,4,7,1,239,1,1,0,0,0,13700000,13700000, -   , -   , -   
1396520,57,4,3,181,1,1,0,0,0,12000000,12000000, -   , -   , -   
1285122,92,2,1,1,1,1,0,0,0,7300000,7300000, -   , -   , -   
1142245,13,5,2,148,1,1,0,0,0,9800000,9800000, -   , -   , -   
1102517,84,4,2,346,1,1,1,0,0,5800000,5800000,5800000, -   , -   
1879072,33,4,1,106,1,1,1,1,1,5500000,5500000,5500000,5500000,5500000
1027151,70,5,1,221,1,1,0,0,0,11800000,11800000, -   , -   , -   
1416597,95,3,3,325,1,1,1,1,0,8100000,8100000,8100000,8100000, -   
1625846,42,5,1,35,1,1,1,1,1,11600000,11600000,11600000,11600000,11600000
1415576,1,4,2,3,1,1,1,0,0,14100000,14100000,14100000, -   , -   
1989384,69,2,1,238,1,1,0,0,0,6000000,6000000, -   , -   , -   
1274673,72,1,3,15,1,1,1,0,0,12600000,12600000,12600000, -   , -   
1783606,81,1,3,302,1,1,1,0,0,10800000,10800000,10800000, -   , -   
1349841,62,1,2,5,1,1,1,0,0,10300000,10300000,10300000, -   , -   
1537347,74,1,2,145,1,1,1,0,0,9800000,9800000,9800000, -   , -   
1748043,51,5,2,177,1,1,1,1,1,9900000,9900000,9900000,9900000,9900000
1561434,92,7,2,326,1,1,1,1,1,6000000,6000000,6000000,6000000,6000000
1116835,59,6,2,342,1,1,0,0,0,11300000,11300000, -   , -   , -   
1722518,40,6,3,74,1,1,1,1,0,8000000,8000000,8000000,8000000, -   
1661516,48,6,1,102,1,1,1,0,0,13200000,13200000,13200000, -   , -   
1317216,31,1,3,106,1,1,0,0,0,11200000,11200000, -   , -   , -   
1480073,86,6,3,165,1,1,0,0,0,12400000,12400000, -   , -   , -   
1076671,58,3,2,8,1,1,1,0,0,15000000,15000000,15000000, -   , -   
1890474,91,3,1,62,1,1,1,1,1,6300000,6300000,6300000,6300000,6300000
1288944,66,3,2,83,1,1,1,1,1,5100000,5100000,5100000,5100000,5100000
1368589,20,6,3,210,1,1,1,0,0,10400000,10400000,10400000, -   , -   
1122668,5,4,1,230,1,1,0,0,0,6100000,6100000, -   , -   , -   
1897939,15,5,2,349,1,1,1,1,1,11800000,11800000,11800000,11800000,11800000
1184266,49,7,1,294,1,1,0,0,0,15000000,15000000, -   , -   , -   
1173320,96,2,3,70,1,1,1,1,0,7800000,7800000,7800000,7800000, -   
1186808,12,3,2,178,1,1,1,1,1,7300000,7300000,7300000,7300000,7300000
1402313,99,5,1,257,1,1,1,1,1,8400000,8400000,8400000,8400000,8400000
1676281,44,6,2,306,1,1,0,0,0,6300000,6300000, -   , -   , -   
1818901,28,7,1,21,1,1,1,1,1,7200000,7200000,7200000,7200000,7200000
1823676,78,4,1,277,1,1,0,0,0,8500000,8500000, -   , -   , -   
1594675,61,1,1,286,1,1,0,0,0,13100000,13100000, -   , -   , -   
1261061,87,1,3,61,1,1,0,0,0,9900000,9900000, -   , -   , -   
1302500,51,1,1,11,1,1,0,0,0,10500000,10500000, -   , -   , -   
1633317,37,4,1,352,1,1,0,0,0,5200000,5200000, -   , -   , -   
1001505,18,4,3,217,1,1,0,0,0,7900000,7900000, -   , -   , -   
1797282,2,4,1,156,1,1,0,0,0,9500000,9500000, -   , -   , -   
1074153,90,5,2,47,1,1,0,0,0,12400000,12400000, -   , -   , -   
1863168,20,2,3,196,1,1,1,0,0,12300000,12300000,12300000, -   , -   
1526499,77,1,2,286,1,1,0,0,0,5800000,5800000, -   , -   , -   
1816320,61,4,1,46,1,1,0,0,0,12900000,12900000, -   , -   , -   
1049741,81,5,1,200,1,1,0,0,0,11000000,11000000, -   , -   , -   
1864757,62,3,1,54,1,1,1,0,0,12000000,12000000,12000000, -   , -   
1820129,38,2,2,63,1,1,1,0,0,7600000,7600000,7600000, -   , -   
1715025,98,6,3,320,1,1,1,0,0,7300000,7300000,7300000, -   , -   
1726910,53,2,2,340,1,1,0,0,0,9100000,9100000, -   , -   , -   
1294437,26,5,3,134,1,1,1,1,1,6800000,6800000,6800000,6800000,6800000
1487192,47,2,3,71,1,1,0,0,0,9300000,9300000, -   , -   , -   
1554587,2,3,2,223,1,1,1,0,0,11500000,11500000,11500000, -   , -   
1496146,96,6,2,151,1,1,1,0,0,8500000,8500000,8500000, -   , -   
1538660,95,5,1,127,1,1,1,0,0,10900000,10900000,10900000, -   , -   
1344063,22,6,3,7,1,1,1,0,0,7600000,7600000,7600000, -   , -   
1000416,83,7,3,338,1,1,0,0,0,10400000,10400000, -   , -   , -   
1027329,81,3,1,345,1,1,1,1,1,6500000,6500000,6500000,6500000,6500000
1867942,66,3,2,117,1,1,0,0,0,9200000,9200000, -   , -   , -   
1662980,40,2,1,341,1,1,1,1,0,13600000,13600000,13600000,13600000, -   
1835221,100,3,3,180,1,1,1,1,1,13300000,13300000,13300000,13300000,13300000
1711421,45,1,3,56,1,1,1,1,1,10600000,10600000,10600000,10600000,10600000
1594712,67,7,1,41,1,1,1,0,0,10700000,10700000,10700000, -   , -   
1063021,6,7,1,252,1,1,1,1,0,11900000,11900000,11900000,11900000, -   
1908659,25,7,1,181,1,1,0,0,0,10700000,10700000, -   , -   , -   
1362424,59,7,1,276,1,1,1,1,0,9700000,9700000,9700000,9700000, -   
1777112,65,2,3,242,1,1,0,0,0,10600000,10600000, -   , -   , -   
1329830,97,1,2,265,1,1,1,1,0,8800000,8800000,8800000,8800000, -   
